121.7817	375400	700
244.6974	79900	300
344.2785	202500	500
411.1165	14110	170
443.965 	18340	180
778.9045	43420	240
867.38		13260	160
964.072 	40700	220
1085.837	25230	180
1089.737	4360	100
1112.076	34020	200
1212.948	3340	90
1299.142	3570	70
1408.013	41560	210
186.211		16960	240
241.981		27110	220
295.213		57410	270
351.921		94000	300
609.312		66900	270
768.356		5870	100
934.061		3100	80
1120.287	12700	120
1238.11		4630	80
1509.228	1360	60
1764.494	8520	100
