244.6974 81200 400
344.2785 242300 500
411.1165 18850 250
443.965 25030 250
778.9045 74400 300
867.38  23600 220
964.072 76100 300	
1093.71 58360 280
1112.076 66330 290
1212.948 6470 120
1299.142 7650 110
1408.013 88500 300
